id,ON STREET NAME,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 3,NUMBER OF CYCLIST INJURED,LONGITUDE,OFF STREET NAME,VEHICLE TYPE CODE 4,LATITUDE,LOCATION,VEHICLE TYPE CODE 1,NUMBER OF MOTORIST INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 2,NUMBER OF PEDESTRIANS KILLED,CROSS STREET NAME,NUMBER OF PERSONS INJURED,VEHICLE TYPE CODE 2,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,ZIP CODE,VEHICLE TYPE CODE 3,NUMBER OF CYCLIST KILLED,DATE,UNIQUE KEY,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 5,TIME,NUMBER OF PEDESTRIANS INJURED
363529,UTOPIA PARKWAY,0,,0,-73.7940176,,,40.7804393,"(40.7804393, -73.7940176)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,19 AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11357.0,,0,02/29/2016,3397677,,,06:20:00,0
363624,BROADWAY,0,,0,-73.917405,,,40.7582242,"(40.7582242, -73.917405)",MOTORCYCLE,3,0,,Unspecified,0,42 STREET,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11103.0,,0,09/15/2016,3521403,,,16:09:00,0
363722,,0,,0,-73.7430263,,,40.7352749,"(40.7352749, -73.7430263)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,SPORT UTILITY / STATION WAGON,,Failure to Yield Right-of-Way,,,0,09/15/2016,3520781,,,09:09:00,0
363765,31 AVENUE,0,,0,-73.9218819,,,40.763574,"(40.763574, -73.9218819)",PASSENGER VEHICLE,5,0,,Unspecified,0,33 STREET,5,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11106.0,,0,09/12/2016,3518228,,,13:09:00,0
363909,,0,,0,-74.1354374,460       BRIELLE AVENUE,,40.5937977,"(40.5937977, -74.1354374)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,,0,SPORT UTILITY / STATION WAGON,STATEN ISLAND,Failure to Yield Right-of-Way,10314.0,,0,09/11/2016,3518266,,,06:09:00,0
363941,,0,,0,-73.98671440000003,985       AVENUE OF THE AMERICAS,,40.751286799999995,"(40.7512868, -73.9867144)",SPORT UTILITY / STATION WAGON,0,0,,Following Too Closely,0,,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Failure to Yield Right-of-Way,10018.0,,0,09/10/2016,3517298,,,12:09:00,0
363943,HILLSIDE AVENUE,0,,1,-73.7540928,,,40.724691799999995,"(40.7246918, -73.7540928)",BICYCLE,0,0,,Unspecified,0,212 STREET,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11427.0,,0,09/10/2016,3518035,,,12:09:00,0
364106,BEEKMAN STREET,0,,0,-74.0064783,,,40.7112305,"(40.7112305, -74.0064783)",TAXI,0,0,,Unspecified,0,NASSAU STREET,0,,MANHATTAN,Failure to Yield Right-of-Way,10038.0,,0,09/10/2016,3517165,,,02:09:00,0
364201,SCHROEDERS AVENUE,0,,0,-73.88148050000002,,,40.6476006,"(40.6476006, -73.8814805)",PASSENGER VEHICLE,1,0,,Unspecified,0,PENNSYLVANIA AVENUE,1,,BROOKLYN,Failure to Yield Right-of-Way,11239.0,,0,09/09/2016,3517846,,,12:09:00,0
365041,,0,,0,-73.9129984,,,40.80423010000001,"(40.8042301, -73.9129984)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,SMALL COM VEH(4 TIRES),,Lost Consciousness,,,0,03/24/2016,3410961,,,13:52:00,0
365507,SOUTH STREET,0,,1,-74.00104240000002,,,40.707431899999996,"(40.7074319, -74.0010424)",BICYCLE,0,0,,,0,PECK SLIP,2,,MANHATTAN,Failure to Yield Right-of-Way,10038.0,,0,08/24/2016,3533257,,,17:08:00,1
367233,GRAND STREET,0,,0,-73.9938277,,,40.7181445,"(40.7181445, -73.9938277)",BICYCLE,0,0,,,0,CHRYSTIE STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10002.0,,0,08/08/2016,3532512,,,16:08:00,1
367584,229 STREET,0,,0,-73.7322968,,,40.6926831,"(40.6926831, -73.7322968)",SPORT UTILITY / STATION WAGON,3,0,,Unspecified,0,LINDEN BOULEVARD,3,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11411.0,,0,08/05/2016,3533025,,,08:08:00,0
367700,LINDEN BOULEVARD,0,,0,-73.81783270000003,,,40.6795079,"(40.6795079, -73.8178327)",PASSENGER VEHICLE,0,0,,Unspecified,0,122 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11420.0,,0,08/04/2016,3532646,,,12:08:00,0
367802,PENELOPE AVENUE,0,Unspecified,0,-73.8779393,,,40.71789879999999,"(40.7178988, -73.8779393)",PASSENGER VEHICLE,0,0,,Unspecified,0,77 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11379.0,PASSENGER VEHICLE,0,08/04/2016,3532827,,,14:08:00,0
367846,138 STREET,0,,0,-73.82936629999998,,,40.7611686,"(40.7611686, -73.8293663)",SPORT UTILITY / STATION WAGON,0,0,,Failure to Yield Right-of-Way,0,38 AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,08/04/2016,3532548,,,16:08:00,0
367942,132 STREET,0,,0,-73.8159642,,,40.694197700000004,"(40.6941977, -73.8159642)",PASSENGER VEHICLE,0,0,,Unspecified,0,97 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11419.0,,0,08/04/2016,3532766,,,19:08:00,0
368283,WEST 159 STREET,0,,0,-73.941118,,,40.834114,"(40.834114, -73.941118)",PASSENGER VEHICLE,0,0,,,0,AMSTERDAM AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10032.0,,0,08/02/2016,3532968,,,21:08:00,1
368692,EAST 27 STREET,0,,0,-73.98131059999999,,,40.7413501,"(40.7413501, -73.9813106)",PASSENGER VEHICLE,0,0,,,0,3 AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10016.0,,0,04/22/2016,3407109,,,14:00:00,1
368939,EAST 63 STREET,0,,0,-73.96251509999998,,,40.7631141,"(40.7631141, -73.9625151)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,2 AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10065.0,,0,04/21/2016,3409001,,,10:40:00,0
368957,WEST 38 STREET,0,,0,-73.98272270000002,,,40.7509597,"(40.7509597, -73.9827227)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,5 AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10016.0,,0,04/21/2016,3407510,,,15:32:00,0
369831,COOPER AVENUE,0,,0,-73.8973622,,,40.6941097,"(40.6941097, -73.8973622)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,CYPRESS AVENUE,0,SMALL COM VEH(4 TIRES),QUEENS,Failure to Yield Right-of-Way,11385.0,,0,04/25/2016,3434019,,,13:35:00,0
369967,RALPH AVENUE,0,,0,-73.9218247,,,40.6769384,"(40.6769384, -73.9218247)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,ATLANTIC AVENUE,0,,BROOKLYN,Failure to Yield Right-of-Way,11233.0,,0,04/19/2016,3418503,,,11:15:00,0
370446,VANDERVORT AVENUE,0,,0,-73.9362074,,,40.7205753,"(40.7205753, -73.9362074)",MOTORCYCLE,1,0,,Failure to Yield Right-of-Way,0,RICHARDSON STREET,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11222.0,,0,04/18/2016,3421871,,,17:00:00,0
371115,,0,,0,-73.9381535,1230 SAINT NICHOLAS AVENUE,,40.84324960000001,"(40.8432496, -73.9381535)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10032.0,,0,04/17/2016,3410650,,,15:55:00,0
371894,AVENUE OF THE AMERICAS,0,,0,-73.9813418,,,40.75864470000001,"(40.7586447, -73.9813418)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST 48 STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10020.0,,0,04/21/2016,3408421,,,16:10:00,0
372418,27 AVENUE,0,,0,-73.81965079999998,,,40.77377960000001,"(40.7737796, -73.8196508)",PASSENGER VEHICLE,0,0,,Unspecified,0,147 STREET,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11354.0,,0,02/29/2016,3398386,,,08:00:00,0
372851,GRAND AVENUE,0,,0,-73.92153990000001,,,40.716795,"(40.716795, -73.9215399)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,47 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11378.0,,0,04/15/2016,3423464,,,17:30:00,0
372952,1 AVENUE,0,,0,-73.9652411,,,40.7551305,"(40.7551305, -73.9652411)",PASSENGER VEHICLE,0,0,,,0,EAST 52 STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10022.0,,0,04/15/2016,3407860,,,18:53:00,1
373102,BROADWAY,0,,0,-73.9909432,,,40.733978799999996,"(40.7339788, -73.9909432)",PASSENGER VEHICLE,0,0,,,0,EAST 13 STREET,1,,MANHATTAN,Failure to Yield Right-of-Way,10003.0,,0,04/15/2016,3406404,,,02:35:00,1
373267,HUDSON STREET,0,,0,-74.005687,,,40.7375527,"(40.7375527, -74.005687)",OTHER,0,0,,Lost Consciousness,0,WEST 12 STREET,0,OTHER,MANHATTAN,Lost Consciousness,10014.0,,0,04/15/2016,3406023,,,07:51:00,0
373330,MORRIS PARK AVENUE,0,,0,-73.87359559999999,,,40.839799,"(40.839799, -73.8735956)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST TREMONT AVENUE,0,PASSENGER VEHICLE,BRONX,Failure to Yield Right-of-Way,10460.0,,0,04/15/2016,3413758,,,08:40:00,0
374341,,0,,0,-73.7474896,,,40.7517671,"(40.7517671, -73.7474896)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,,Failure to Yield Right-of-Way,,,0,04/15/2016,3427618,,,12:30:00,0
376109,CROSS ISLAND PKWY,0,,0,-73.793266,,,40.7864297,"(40.7864297, -73.793266)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,201 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11360.0,,0,04/12/2016,3426556,,,14:57:00,0
376118,WEST AVENUE,0,,0,-73.97113449999998,,,40.5820191,"(40.5820191, -73.9711345)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST 5 STREET,0,,BROOKLYN,Lost Consciousness,11224.0,,0,04/12/2016,3414633,,,15:30:00,0
378019,EAST 36 STREET,0,,0,-73.982023,,,40.7490492,"(40.7490492, -73.982023)",LIVERY VEHICLE,0,1,,,1,MADISON AVENUE,0,,MANHATTAN,Failure to Yield Right-of-Way,10016.0,,0,02/29/2016,3396423,,,08:34:00,0
378497,UNION AVENUE,0,,0,-73.95162370000001,,,40.7140668,"(40.7140668, -73.9516237)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,METROPOLITAN AVENUE,0,,BROOKLYN,Lost Consciousness,11211.0,,0,04/11/2016,3421812,,,12:30:00,0
378956,PARK AVENUE,0,,0,-73.9251851,,,40.8180125,"(40.8180125, -73.9251851)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EAST 149 STREET,0,PASSENGER VEHICLE,BRONX,Lost Consciousness,10451.0,,0,04/11/2016,3411139,,,16:00:00,0
379314,WOODHAVEN BOULEVARD,0,,0,-73.8523612,,,40.6941157,"(40.6941157, -73.8523612)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,86 DRIVE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11421.0,,0,04/11/2016,3422443,,,17:30:00,0
379731,,0,,0,-73.9169536,30-05 37 STREET,,40.7641799,"(40.7641799, -73.9169536)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11103.0,,0,04/11/2016,3429020,,,22:45:00,0
380252,AVENUE U,0,,0,-73.9211171,,,40.6107007,"(40.6107007, -73.9211171)",PASSENGER VEHICLE,0,0,,Unspecified,0,EAST 53 PLACE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11234.0,,0,02/29/2016,3397344,,,08:35:00,0
380347,WILLIAMSBURG STREET EAST,0,,0,-73.961198,,,40.7003768,"(40.7003768, -73.961198)",,0,0,,Failure to Yield Right-of-Way,0,PENN STREET,0,,BROOKLYN,Failure to Yield Right-of-Way,11249.0,,0,04/11/2016,3421486,,,08:25:00,0
380711,CHRYSTIE STREET,0,,0,-73.99223640000002,,,40.7212488,"(40.7212488, -73.9922364)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,RIVINGTON STREET,0,OTHER,MANHATTAN,Lost Consciousness,10002.0,,0,04/11/2016,3405777,,,09:30:00,0
380853,ATLANTIC AVENUE,0,,0,-73.98266020000001,,,40.6860873,"(40.6860873, -73.9826602)",PASSENGER VEHICLE,0,0,,Unspecified,0,NEVINS STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11217.0,,0,09/10/2016,3517904,,,13:09:00,0
381997,133 STREET,0,,0,-73.80539379999998,,,40.6722386,"(40.6722386, -73.8053938)",PASSENGER VEHICLE,0,0,,Unspecified,0,SUTTER AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11420.0,,0,02/29/2016,3396822,,,08:45:00,0
382168,CHATHAM SQUARE,0,,0,-73.9980197,,,40.7137146,"(40.7137146, -73.9980197)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST BROADWAY,0,VAN,MANHATTAN,Failure to Yield Right-of-Way,10038.0,,0,04/10/2016,3405774,,,16:05:00,0
382351,35 AVENUE,0,,0,-73.7948928,,,40.764771100000004,"(40.7647711, -73.7948928)",PASSENGER VEHICLE,0,0,,Unspecified,0,171 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11358.0,,0,02/29/2016,3397684,,,08:55:00,0
382494,,0,,0,-73.91054609999998,2241      SEDGWICK AVENUE,,40.860877200000004,"(40.8608772, -73.9105461)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,,0,SPORT UTILITY / STATION WAGON,BRONX,Failure to Yield Right-of-Way,10468.0,,0,10/31/2016,3551257,,,15:10:00,0
382527,,0,,0,-73.9145865,709       EAST 80 STREET,,40.6366975,"(40.6366975, -73.9145865)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11236.0,,0,10/31/2016,3551770,,,15:10:00,0
382645,65 STREET,0,Unspecified,0,-74.0081276,,,40.629974,"(40.629974, -74.0081276)",VAN,0,0,,Unspecified,0,10 AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11219.0,PASSENGER VEHICLE,0,02/29/2016,3396622,,,09:00:00,0
382659,11 AVENUE,0,,0,-74.01769300000002,,,40.6173249,"(40.6173249, -74.017693)",PASSENGER VEHICLE,0,0,,Unspecified,0,85 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11228.0,,0,10/31/2016,3552085,,,16:10:00,0
382760,,0,,0,-73.73902340000002,,,40.757067799999994,"(40.7570678, -73.7390234)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,,0,,,Failure to Yield Right-of-Way,,,0,06/20/2016,3532739,,,05:06:00,0
382861,9 AVENUE,0,,0,-73.9991748,,,40.6420267,"(40.6420267, -73.9991748)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,46 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11220.0,,0,04/10/2016,3416078,,,17:30:00,0
383394,CLOVE ROAD,0,,0,-74.1212583,,,40.627821600000004,"(40.6278216, -74.1212583)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,FOREST AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10310.0,,0,04/21/2016,3429891,,,20:05:00,0
383567,CYPRESS AVENUE,0,,0,-73.9132917,,,40.7043114,"(40.7043114, -73.9132917)",PASSENGER VEHICLE,0,0,,Unspecified,0,GREENE AVENUE,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11237.0,,0,10/31/2016,3552624,,,05:10:00,0
383810,RALPH AVENUE,0,,0,-73.91860240000003,,,40.6320672,"(40.6320672, -73.9186024)",PASSENGER VEHICLE,0,0,,Unspecified,0,FLATLANDS AVENUE,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11234.0,,0,10/31/2016,3551523,,,08:10:00,0
385379,NORTHERN BOULEVARD,0,,0,-73.8332862,,,40.7627471,"(40.7627471, -73.8332862)",SPORT UTILITY / STATION WAGON,2,0,,Failure to Yield Right-of-Way,0,PRINCE STREET,2,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,10/30/2016,3550283,,,20:10:00,0
385520,KISSENA BOULEVARD,0,,0,-73.8219191,,,40.753172799999994,"(40.7531728, -73.8219191)",PASSENGER VEHICLE,0,0,,Unspecified,0,ELDER AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11355.0,,0,02/28/2016,3396296,,,11:20:00,0
385539,GRAHAM AVENUE,0,,0,-73.9427329,,,40.704472499999994,"(40.7044725, -73.9427329)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,SEIGEL STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11206.0,,0,04/18/2016,3421567,,,13:15:00,0
385711,71 AVENUE,0,,1,-73.89495550000002,,,40.7018972,"(40.7018972, -73.8949555)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,FRESH POND  ROAD,1,BICYCLE,QUEENS,Lost Consciousness,11385.0,,0,04/18/2016,3423502,,,15:25:00,0
385777,PARSONS BOULEVARD,0,,0,-73.80692859999998,,,40.713643299999994,"(40.7136433, -73.8069286)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,84 ROAD,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11432.0,,0,04/18/2016,3425317,,,16:30:00,0
386695,LINCOLN TUNNEL APPROACH,0,,0,-73.99659270000002,,,40.755182299999994,"(40.7551823, -73.9965927)",VAN,0,0,,Lost Consciousness,0,WEST 36 STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10018.0,,0,02/28/2016,3396411,,,12:10:00,0
387262,ELIOT AVENUE,0,,0,-73.9038003,,,40.713347799999994,"(40.7133478, -73.9038003)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,60 PLACE,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11378.0,,0,04/09/2016,3423398,,,17:00:00,0
387769,67 STREET,0,,1,-74.0005295,,,40.6234911,"(40.6234911, -74.0005295)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,14 AVENUE,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11219.0,,0,02/28/2016,3396601,,,13:20:00,0
387786,103 AVENUE,0,,1,-73.838076,,,40.68424,"(40.68424, -73.838076)",PASSENGER VEHICLE,0,0,,Unspecified,0,104 STREET,1,BICYCLE,QUEENS,Failure to Yield Right-of-Way,11417.0,,0,10/24/2016,3546450,,,16:10:00,0
387846,UTICA AVENUE,0,,0,-73.93108409999998,,,40.658296299999996,"(40.6582963, -73.9310841)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,WINTHROP STREET,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11203.0,,0,10/24/2016,3551798,,,22:10:00,0
388013,EAST FORDHAM ROAD,0,,0,-73.8984114,,,40.8622971,"(40.8622971, -73.8984114)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,CRESTON AVENUE,0,,BRONX,Lost Consciousness,10468.0,,0,04/15/2016,3414388,,,09:00:00,0
388086,3 AVENUE,0,,0,-73.953985,,,40.7788219,"(40.7788219, -73.953985)",SPORT UTILITY / STATION WAGON,0,0,,,0,EAST 86 STREET,0,,MANHATTAN,Failure to Yield Right-of-Way,10028.0,,0,10/23/2016,3550943,,,06:10:00,0
388185,,0,,0,-73.94475759999997,,,40.7197624,"(40.7197624, -73.9447576)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,,,Failure to Yield Right-of-Way,,,0,10/21/2016,3545464,,,12:10:00,0
388538,BORDEN AVENUE,0,,0,-73.9382295,,,40.7380221,"(40.7380221, -73.9382295)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,STARR AVENUE,0,,QUEENS,Lost Consciousness,11101.0,,0,04/13/2016,3425861,,,16:15:00,0
389107,,0,,0,-73.72901490000002,,,40.7135634,"(40.7135634, -73.7290149)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,,Failure to Yield Right-of-Way,,,0,04/13/2016,3424118,,,08:04:00,0
390847,149 STREET,0,,0,-73.81729229999998,,,40.7714785,"(40.7714785, -73.8172923)",PASSENGER VEHICLE,1,0,,Failure to Yield Right-of-Way,0,BAYSIDE AVENUE,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,04/19/2016,3426682,,,14:10:00,0
390906,AMBOY ROAD,0,,0,-74.16345820000002,,,40.5437783,"(40.5437783, -74.1634582)",SPORT UTILITY / STATION WAGON,0,0,,Prescription Medication,0,RIDGECREST AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10312.0,,0,01/30/2016,3381116,,,18:00:00,0
390955,,0,,0,-73.82553879999998,141-40 NORTHERN BOULEVARD,,40.7643907,"(40.7643907, -73.8255388)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,04/19/2016,3426683,,,15:00:00,0
390958,LAFAYETTE STREET,0,,0,-73.99819620000002,,,40.7210624,"(40.7210624, -73.9981962)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,BROOME STREET,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10013.0,,0,03/08/2016,3402122,,,18:20:00,0
390995,GUIDER AVENUE,0,,0,-73.9604775,,,40.583432200000004,"(40.5834322, -73.9604775)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BANNER AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11235.0,,0,04/19/2016,3414666,,,15:05:00,0
391020,WYTHE AVENUE,0,,0,-73.9667757,,,40.7106275,"(40.7106275, -73.9667757)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,BROADWAY,0,UNKNOWN,BROOKLYN,Lost Consciousness,11249.0,,0,01/30/2016,3380300,,,19:35:00,0
391023,FORT WASHINGTON AVENUE,0,,0,-73.93952270000003,,,40.8478395,"(40.8478395, -73.9395227)",PASSENGER VEHICLE,0,0,,,0,WEST 177 STREET,0,UNKNOWN,MANHATTAN,Lost Consciousness,10033.0,,0,01/30/2016,3380649,,,19:40:00,0
391032,BOWERY,0,,0,-73.9940403,,,40.7203211,"(40.7203211, -73.9940403)",TAXI,0,0,,Unspecified,0,KENMARE STREET,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10012.0,,0,01/30/2016,3380552,,,01:15:00,0
391034,NORTHERN BOULEVARD,0,,0,-73.93126509999998,,,40.75199170000001,"(40.7519917, -73.9312651)",TAXI,0,0,,Unspecified,0,33 STREET,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11101.0,,0,01/30/2016,3381068,,,01:20:00,0
391098,,0,,0,-73.97834470000002,12 4 AVENUE,,40.684491799999996,"(40.6844918, -73.9783447)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11217.0,,0,04/10/2016,3420873,,,08:37:00,0
391103,HYLAN BOULEVARD,0,,0,-74.1126115,,,40.5676287,"(40.5676287, -74.1126115)",PASSENGER VEHICLE,0,0,,Unspecified,0,BEACH AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10306.0,,0,01/30/2016,3381114,,,20:30:00,0
391152,LIBERTY AVENUE,0,,0,-73.8250515,,,40.686027,"(40.686027, -73.8250515)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,118 STREET,0,BUS,QUEENS,Failure to Yield Right-of-Way,11419.0,,0,01/30/2016,3380972,,,20:56:00,0
391196,146 STREET,0,,0,-73.82132179999998,,,40.7794089,"(40.7794089, -73.8213218)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,22 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11357.0,,0,04/09/2016,3426493,,,13:00:00,0
391265,EAST HOUSTON STREET,0,,0,-73.991024,,,40.723650299999996,"(40.7236503, -73.991024)",SPORT UTILITY / STATION WAGON,0,0,,Lost Consciousness,0,CHRYSTIE STREET,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10002.0,,0,01/30/2016,3381144,,,23:15:00,0
391280,EASTERN PARKWAY,0,,0,-73.9449618,,,40.66955460000001,"(40.6695546, -73.9449618)",PASSENGER VEHICLE,0,0,,,0,BROOKLYN AVENUE,1,,BROOKLYN,Failure to Yield Right-of-Way,11213.0,,0,04/19/2016,3417862,,,16:15:00,1
391290,HILLSIDE AVENUE,0,,0,-73.77444150000002,,,40.714904499999996,"(40.7149045, -73.7744415)",PASSENGER VEHICLE,0,0,,,0,187 PLACE,0,,QUEENS,Failure to Yield Right-of-Way,11432.0,,0,04/19/2016,3422960,,,16:21:00,0
391320,139 STREET,0,,0,-73.8020532,,,40.67667120000001,"(40.6766712, -73.8020532)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,VANWYCK EXPRESSWAY,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11420.0,,0,04/19/2016,3428573,,,16:30:00,0
391389,11 AVENUE,0,,0,-74.0084591,,,40.744024700000004,"(40.7440247, -74.0084591)",PASSENGER VEHICLE,0,0,,Unspecified,0,WEST 16 STREET,0,TAXI,MANHATTAN,Lost Consciousness,10011.0,,0,03/08/2016,3401426,,,08:25:00,0
391393,BROADWAY,0,,0,-73.9245879,,,40.761599600000004,"(40.7615996, -73.9245879)",LIVERY VEHICLE,0,0,,,0,32 STREET,1,,QUEENS,Failure to Yield Right-of-Way,11106.0,,0,01/30/2016,3381077,,,02:15:00,1
391430,60 STREET,0,,0,-73.9828828,,,40.6193809,"(40.6193809, -73.9828828)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,20 AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,04/19/2016,3416171,,,16:50:00,0
